,Search,Position,Company,Description
13,healthcare,Occupational Health Compliance Specialist,Innovive Health,"



    At Innovive Health, our mission is to provide best in class home healthcare services to patients with chronic behavioral health issues and complex medical needs. Our team of skilled caregivers, nurses, therapists, and operations staff collaborate to create innovative, data-driven solutions while ensuring the best outcomes for our patients. If you have a passion for delivering better healthcare and are interested in building a meaningful career, join our team of Innovivers!
   


 POSITION SUMMARY:


     The Occupational Health Compliance Specialist provides operational support to Innovive’s Occupational Health program and its clinical administrators. Examples of these initiatives include COVID-19 compliance, clinician CPR & credential compliance, N95 fit testing, etc. Examples of COVID-19 compliance include administration and tracking of clinicians’ weekly baseline testing, vaccination reporting, and coordination with clinical leadership and Scheduling to ensure compliance with state and federal mandates.
   



Responsibilities:

 Develops, prepares, and monitors all reporting related to the Occupational Health program. Coordinate annual calendar of all Occupational Health related requirements by clinicians. Examples of annual requirements include but are not limited to: Clinical license TB Assessment CPR N95 fit testing COVID vaccine Track completion of all annual requirements and follow-up with clinicians to ensure completion. Generate necessary daily/weekly/monthly reporting related to COVID-19 compliance, including but not limited to: Clinician weekly baseline testing requirements Unvaccinated patientsoImmunocompromised patients Clinicians with an approved vaccine exemption Unvaccinated clinicians Investigate all potential COVID scheduling incompatibilities and escalate all issues to the relevant Patient Services Coordinator, Clinical Director, Clinical Care Manager, and Clinical Operations Manager to ensure the problem is resolved in a timely fashion. Evaluate data and escalate all issues related to COVID compliance to the relevant Clinical Director, Clinical Care Manager, and/or COVID Task Force until the problem is resolved in a timely fashion. Assess and develop solutions for optimizing COVID protocols and collaborate with COVID Task Force to create policies, procedures, guidelines, communication plans, and/or training materials. Prepare ad hoc reporting for management. Analyze data and identify trends and areas of improvement. Develop, present, and execute solutions to management that will enhance areas of improvement and act on trends that may impact business operations. Provide operational support to the Senior Director of Clinical Engagement, Human Resources, COVID Task Force, Senior Clinical Leadership, and other employees as needed. Perform additional duties and support as needed.





Required Qualifications:

 Associate’s degree or equivalent in work experience 2+ years experience in office or healthcare environment Intermediate proficiency in Windows environment, with emphasis on Outlook, Excel, and Word Strong telephone and interpersonal communication skills PREFERRED EDUCATION & EXPERIENCE: 1+ year experience in home health environment Knowledge of OASIS, CMS, and MassHealth guidelines





We believe our employees are our greatest asset! What we offer:

 Flexible Schedules to fit your lifestyle Comprehensive benefits package that includes medical, dental, vision, disability, and life insurances 24 days of paid time off Paid Company Holidays 401k with company match Daily Pay - voluntary benefit that gives you access to earned pay Wellness program Tuition reimbursement Excellent career growth opportunities





    Innovive Health provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
   


"
14,healthcare,"Healthcare Data Analyst, Workforce and Productivity",Boston Medical Center,"

  Boston Medical Center (BMC) is more than a hospital. It's a network of support and care that touches the lives of hundreds of thousands of people in need each year. It is the largest and busiest provider of trauma and emergency services in New England. Emphasizing community-based care, BMC is committed to providing consistently excellent and accessible health services to all-and is the largest safety-net hospital in New England. The hospital is also the primary teaching affiliate of the nationally ranked Boston University School of Medicine (BUSM) and a founding partner of Boston HealthNet - an integrated health care delivery systems that includes many community health centers. Join BMC today and help us achieve our Vision 2030 which is a long-term goal to make Boston the healthiest urban population in the world.
  

Position: Healthcare Data Analyst, Workforce and Productivity 


Department: Financial Planning


Schedule: Full Time


POSITION SUMMARY:

 Under the guidance of the Manager of Financial Reporting and Analytics Development, the Healthcare Data Analyst will manage and curate large data sets, help develop analytics and reporting, and engage with hospital operations to assist in performance improvement initiatives. This is an opportunity to learn operational and administrative health care data and develop skills necessary to help manage labor as the hospital aligns staffing needs to evolving patient demand.
  
 BMC is currently overhauling its workforce management structure with new software, governance, and strategic operational performance improvement goals. The analyst will be a critical component to ensure long term success in this journey, and will gain insight into hospital financial and clinical data, and benefit from being on a committee with high visibility to senior leadership.
  
 The analyst will support the implementation, maintenance, and optimization of the institution-wide Labor and Productivity Management System (LPMS) and benchmarking software (ODB) and work very closely with the Senior Manager, Workforce and Productivity to help support change management from a data and reporting perspective. This position will train and work with hospital leadership, Finance staff, department managers, administrators and others on LPMS/ODB reporting and performance tracking. This individual will also support the creation and documentation of Financial Planning data rules and governance under the guidance of the Sr. Director of Financial Planning and Decision Support
  
 A successful candidate will possess a strong technical background, be motivated by taking data to action, and strive to assist in improving the efficiency of hospital operations.
  

ESSENTIAL RESPONSIBILITIES / DUTIES:


 Data Management 
    
Develops keen understanding of Boston Medical Center (BMC) data, including human resource and hospital billing/clinical data
 Responsible for maintaining data interfaces into 3rd party labor software (LPMS, ODB), including understanding SQL code and flow of data from source systems to/from Financial Planning SQL Server database
 Works with both internal and external colleagues frequently to ensure high level of data integrity as reconciliation errors or changes to algorithms occur
 Co-leads the quarterly data submission to benchmarking software (ODB)

 Analytics Development Support 
    
Collaborates with hospital operations to develop new or edit existing algorithms for statistics or benchmarks
 Assists in preparation of monthly productivity reports used in hospital monthly operations reviews
 Assists in strategic design and rollout of predictive staffing module within LPMS
 Creates new standard reports or ad-hoc reports for finance, operations, and hospital leadership

 Operational Support 
    
Provides analytical and technical support for Senior Manager, Workforce and Productivity to help drive effective labor management
 Assists hospital managers and directors in navigation and use of LPMS and ODB 3rd party software
 Assists in training and development of training materials for databases and 3rd party software tools



 (The above statements in this job description are intended to depict the general nature and level of work assigned to the employee(s) in this job. The above is not intended to represent an exhaustive list of accountable duties and responsibilities required).


JOB REQUIREMENTS


EDUCATION & EXPERIENCE:


 Bachelor's degree required; Data Science related degree preferred
 At least 3 years of experience working with large, complex data sets
 SQL programming knowledge preferred
 Demonstrated ability to produce and interpret labor analytics, productivity and/or financial systems and reporting
 Demonstrated ability to turn raw data into actionable reporting and analysis
 Demonstrated ability to work with members of management
 General understanding of Code of Procedural Terminology (CPT) and other healthcare billing terminology and principles preferred
 Experience working with timekeeping, payroll, and/or productivity-related data in healthcare and or acute care hospital setting preferred
 Must adhere to all of BMC's RESPECT behavioral standards.


 KNOWLEDGE AND SKILLS:


 Ability to independently produce clear financial analysis regarding complex issues. Ability to give both quantitative and quality view of the issues.
 Ability to create and present PowerPoint presentations that explain complicated data in a concise manner that facilitates management decision making
 Required interpersonal skills to deal effectively with all levels of management and explain complicated financial concepts to leaders with varying degrees of finance knowledge; ability to train same leaders in use of the LPMS
 Ability to build strong relationships across the organization and collaborate effectively with other departments both inside and outside Finance
 Advanced MS Excel, Word, Access, and PowerPoint skills required; SQL skills preferred.
 Able to communicate with ITS on our various data/server needs
 Excellent written and verbal communication skills. Able to lead meetings

 Req id: 23732
 
"
0,healthcare,Home Sleep Testing Technician - Patient care experience and...,Neurocare Inc,"

STUDENTS WELCOME! INTERNSHIP AVAILABLE!

 Please note: Neurocare takes all necessary precautions during the COVID pandemic to ensure the safety of our employees, interns, and patients, including but not limited to, daily screening, social distancing, access to masks, and hand sanitizer availability.  


Since 1988, Neurocare has been a leader in the field of sleep medicine. Neurocare has grown into a network of sleep centers throughout New England, providing diagnostic testing both in-lab and HST (Home Sleep Testing). Join our expanding team of sleep technologists for a rewarding career! We’re currently seeking FULL TIME and PER DIEM staff in our Newton, MA location. No experience necessary... paid training!

 The HST technician is responsible for:

Instructing patients in the use of a home sleep testing device
Cleaning home sleep testing equipment
Electronic medical record entry
Communication with clinical and scheduling teams



 Requirements:

Customer service experience, reflecting superior verbal and written communication
Strong computer skills required (Microsoft Office); Ability to learn new software quickly
Organized and detail oriented
Dependability, enthusiasm and professionalism
Ability to multi-task and problem solve
Confident working independently and as part of a team



 Neurocare, Inc EOE

"
1,healthcare,Benefits and Eligibility Representative,EO of HHS PayRoll/Gen Admin,"



MASSHEALTH Operations (MHO) is seeking a dynamic customer service-focused professional for the role of Benefits and Eligibility Representative. The selected candidate will work in a productive, fast-paced call center environment, utilizing technology and client management software to review, evaluate and determine applicant eligibility for medical assistance in accordance with MassHealth policy and procedures. Ideal candidates will display exceptional customer service and demonstrate an ability to successfully navigate a direct client-contact relationship.


Duties and Responsibilities (these duties are a general summary and not all inclusive):

Interview those requesting benefits; help them complete eligibility forms and submit required verifications in order to obtain and validate demographic and financial information.
Evaluate submitted documents from those individuals under age 65 living in the community to insure accuracy and completeness and to support the initial and continued determination of eligibility for programs administered by MassHealth Operations (MHO).
Contact applicants to obtain information not listed on eligibility forms, contact collateral sources of information, and determine immigrant status.
Review electronic documents, updated demographic, financial, and background data for member eligibility updates and make necessary corrections.
Reconcile MHO case information with information from other agencies and sources to verify continued eligibility for benefits.
Respond to member inquiries and provide information regarding eligibility requirements.
Explain appeal rights, eligibility rules, and procedures to customers, applicants, attorneys, advocates, providers, public officials, external agencies, the public or other parties.
Represent agency at hearings by preparing and delivering explanations of eligibility determinations



Preferred Qualifications:

Detail-oriented and highly organized, with strong ability to successfully multi-task; Capacity to navigate a computer while on the phone.
Stellar “soft skills” in verbal /written communication and customer service with proven capability to identify and solve problems.
Skilled in active listening, while demonstrating the ability to listen to what people say and ask questions when appropriate.
Ability to display sound judgement coupled with maintaining composure in difficult situations.
Strong attention to detail with the ability to evaluate and verify information against a set of standards.
Proficient usage of Microsoft Office products including Outlook, Word, and Excel.


 
TO APPLY:
Please upload both Resume and Cover Letter for this position when applying. First consideration will be given to those applicants that apply within the first 14 days.


About MASSHEALTH:
MassHealth, the Commonwealth’s Medicaid program, provides health care benefits to certain low and medium-income Massachusetts residents. As an innovative national leader, the Commonwealth’s Medicaid program offers the opportunity to work with state-of-the-art technologies in a cutting-edge, fast-paced, call center environment. Selected applicants will have exceptional customer service, communications, and analytical skills. We offer a unique opportunity to serve, and to make a positive contribution to our members.


The mission of MassHealth is to improve the health outcomes of our diverse members, their families and their communities by providing access to integrated health care services that sustainably promote health, well-being, independence and quality of life.


For more information about our agency and programs please visit: www.mass.gov/masshealth
Total Compensation:
As an employee of the Commonwealth of Massachusetts you are offered a great career opportunity influencing a wide-spectrum of services to the diverse populations we serve - but it's more than a paycheck. The State's total compensation package features an outstanding set of employee benefits which you should consider towards your overall compensation, including:

75% state paid medical insurance premium
Reasonable Dental and Vision Plans
Flexible Spending Account and Dependent Care Assistance programs
Low cost basic and optional life insurance
Retirement Savings: State Employees' Pension and a Deferred Compensation 457(b) plan
12 paid holidays per year and competitive Sick, Vacation and Personal Time
Tuition Benefit for employee and spouse at state colleges and universities
Short-Term Disability and Extended Illness program participation options
Incentive-based Wellness Programs
Professional Development and Continuing Education opportunities
Qualified Employer for Public Service Student Loan Forgiveness Program




Pre-Offer Process:
A criminal background check will be completed on the recommended candidate as required by the regulations set forth by the Executive Office of Health and Human Services prior to the candidate being hired. For more information, please visit http://www.mass.gov/hhs/cori
Education, licensure and certifications will be verified in accordance with the Human Resources Division’s Hiring Guidelines.
Education and license/certification information provided by the selected candidate(s) is subject to the Massachusetts Public Records Law and may be published on the Commonwealth’s website.
For questions, please the contact the Office of Human Resources at 1-800-510-4122 and select option #2.





 Qualifications




     MINIMUM ENTRANCE REQUIREMENTS:
     
 At least two years of full-time, or equivalent part-time, professional or paraprofessional experience in social work or social casework, claims adjudication, job placement, recruitment, employment counseling, vocational or rehabilitation counseling, credit investigation, educational counseling, legal advocacy, or legal counseling.
     
 SUBSTITUTIONS:
     

A Bachelor's or higher degree may be substituted for the required experience on the basis of two years of education for one year of experience. 




One year of education equals 30 semester hours. Education toward a degree will be prorated on the basis of the proportion of the requirements actually completed.

 LICENSES: Based on assignment, travel may be required. Those employees who elect to use a motor vehicle for travel must have a current and valid Massachusetts Class D Motor Vehicle Operator's license or the equivalent from another state.
   


Executive Order #595: As a condition of employment, successful applicants will be required to have received COVID-19 vaccination or an approved exemption as of their start date. Details relating to demonstrating compliance with this requirement will be provided to applicants selected for employment. Applicants who receive an offer of employment who can provide documentation that the vaccine is medically contraindicated or who object to vaccination due to a sincerely held religious belief may make a request for exemption.
   


An Equal Opportunity/Affirmative Action Employer. Females, minorities, veterans, and persons with disabilities are strongly encouraged to apply.



 Official Title
: Ben Elig & Refer Soc Wrk (A/B)
  

 Primary Location
: United States-Massachusetts-Quincy - 100 Hancock Street
  

 Job
: Community and Social Services
  

 Agency
: Exec Office Of Health and Human Services
  

 Schedule
: Full-time
  

 Shift
: Day
  

 Job Posting
: Apr 14, 2022, 2:01:20 PM
  

 Salary
: 55,036.54 - 74,951.50 Yearly
  

 If you have Diversity, Affirmative Action or Equal Employment Opportunity questions or need a Reasonable Accommodation, please contact Diversity Officer / ADA Coordinator
: Christina Belforti - 8572621227
  

 Bargaining Unit
: 08-SEIU - Local 509 - Social/Rehabilitation
  

"
2,healthcare,Healthcare Data Analyst,Genpact LLC,"
Role : Healthcare Data Analyst
Location: Boston, MA
Duration: Fulltime
Client : Genpact
www.genpact.com
Responsibilities

Support development of Machine Learning models using identified features and packages
Collaborate with other Data Scientists on data preparation, model creation and report generation
Generate visualization reports on an ad-hoc and scheduled frequency
Develop workbooks on Tableau Desktop
Support analytics and reporting project planning & execution
Should have worked on Data Warehousing projects
Gain a deep understanding of the business data
Build user documentation, consolidating feedback from reviewer
Deliver accurate monthly updates to reporting tools

Qualifications we seek in you!
Minimum qualifications

Fluent in Python, drafting new SQL queries
Development experience in Tableau
Experience in US healthcare business, analytics, and domain concepts
Work with individual responsibility on analytical projects and requests
Working knowledge of databases like Teradata, Oracle, etc., and knowledge of general database structure and queries
Proven aptitude for learning business concepts, new data sources, related GUI tools, and advanced analysis techniques
Ability to interpret and present data in a manner to communicate findings and insights
Good written, verbal, and communication (and interpersonal skills) in English
Proven experience in Tableau and Python development (in total)
Intermediate skill-level in Data Modeling concepts

Preferred qualifications

Ability to understand complex calculations and expressions
Good analytical and problem-solving skills with attention to detail
Ability to work under rigid deadlines in a fast-paced environment with limited direction

Job Type: Full-time
Pay: $80,000.00 - $90,000.00 per year
Benefits:

401(k) matching
Dental insurance
Health insurance
Paid time off
Relocation assistance
Vision insurance

Schedule:

8 hour shift
Day shift
Monday to Friday

COVID-19 considerations:Yes all safety precautions are taken
Work Location: One location
"
3,healthcare,Mammographer,Massachusetts General Hospital(MGH),"


Mammographer - (3195501)
  



 Receiving direction from the Unit Operations Manager and Unit Technical Manager, incumbent operates mammographic equipment and devices to perform breast imaging examinations of diagnostic quality for radiologist interpretation. Performs screening, diagnostic, specimen and interventional examinations conforming to image and data-integrity quality standards.
   




    PRINCIPAL DUTIES AND RESPONSIBILITIES: Performs accurate assessment of exam to be performed according to patient history, medical record and patient input; modifies any procedure codes as appropriate. Performs exams in a timely manner and within the allowable scheduled exam time Adjusts equipment to correct settings for all exams to include automated and manual technical factors; proper voltage, current and desired exposure time Performs exams according to protocol and uses departmentally defined proactive protocols for call backs patients Knowledge of use with all imaging equipment to include changing network destinations, checking for failed transmissions, re-transmitting images, deleting images, re-labeling incorrect images, rejecting images, and following protocols associated with repeat analysis. Positions and instructs patients in regards to imaging exam Reviews and assists patients when necessary with the electronic screening questionnaire Utilizes lead shielding for patients of child bearing age Performs QA process of current imaging at imaging device while comparing prior imaging on the PACS for minimizing technical call backs patients Ensures exams have successfully arrived to PACS Maintains accuracy of the patient medical record using the Radiology Information System (RIS) to accurately begin, complete, and edit procedure codes and scheduling recourses in a timely manner Adheres to all departmental and hospital policies including but not limited to hand hygiene, Universal protocol and correct patient identification Maintains updated documentation on all CEU requirements for MQSA and CPR. Knowledge and ability to perform sterile technique Performs all EPRO modules in compliance with hospital and departmental policies Compliant with all Partners Password Securities Policies Maintains patient confidentiality and privacy as set for by HIPPA Reports any safety concerns to BI management Knowledge and use of the PACS, Partners Support Center, the Check PACS Icon, and PACS QC report Generates MGH Safety Reports for patient care and safety issues using the MGH Safety Reporting System Performs in the role as resource and late technologist as assigned by schedule Stocks and cleans rooms in preparation for start and end of business day Performs additional duties as required
   




    SKILLS/ABILITIES/COMPETENCIES REQUIRED: Excellent written and communications skills; must be able to read and write English Demonstrates courteousness to all patients with the ability to deal with difficult situations Ability to work with all staff members Knowledge in prioritizing tasks associated with patient care and workflow Basic computer skills to include sending and receiving emails Must demonstrate appropriate knowledge of the principles of growth and development of adolescent, young adult, adult, senior adult and geriatric patients. Must possess the ability to assess patient specific data relative to age-specific needs and provide appropriate care. Knowledge of anatomy, cross-sectional anatomy, physiology, medical terminology. Knowledge of the principles of radiation physics and radiographic chemistry. Knowledge of radiographic positioning and radiographic equipment. Knowledge of universal precautions. Effective interpersonal and communications skills. Attention to detail. Ability to provide compassionate care to patients. Ability to recognize emergency situations and respond appropriately. Ability to lift over 5 lbs. Must be able to read and write English.
   







    SKILLS/ABILITIES/COMPETENCIES REQUIRED:
   



    Must be able to speak, read and write English. Understand oral instructions and follow printed label instructions in English. Knowledge of cleaning techniques, materials, supply and chemical usage, and the operation of manual and power equipment. Ability to stand, walk, push, pull, bend, crouch, lift, reach and stretch throughout the work day. Push, pull, and move items weighing up to 75 pounds, occasionally lifting items weighing approximately 30 pounds. Interpersonal skills to exchange information courteously with patients, visitors, or office staff.
   


Required: 

MA State Radiologic Technology/Mammography License
ARRT Certification
Completion of a medical radiography program
Preferred: 1 year of previous mammography experience


EEO Statement



     Massachusetts General Hospital is an Equal Opportunity Employer. By embracing diverse skills, perspectives and ideas, we choose to lead. Applications from protected veterans and individuals with disabilities are strongly encouraged.
   




 Primary Location MA-Revere-MGH Revere HealthCare Center
  

 Work Locations MGH Revere HealthCare Center 300 Ocean Avenue Revere 02151
  

 Job Radiology/Imaging/Ultrasound
  

 Organization Massachusetts General Hospital(MGH)
  

 Schedule Part-time
  

 Standard Hours 28
  

 Shift Day Job
  

 Employee Status Regular
  

 Recruiting Department MGH Imaging Chelsea
  

 Job Posting Apr 18, 2022
  


"
4,healthcare,Genetic Counselor Assistant I,Massachusetts General Hospital(MGH),"


Genetic Counselor Assistant I - (3193385)
  






Under the direction of the Sr Genetic Counselor and Administrative Director, the Genetic Counselor Assistant will work in the general genetics clinical setting supporting genetic counselor, physician, and patient needs as necessary. Responsibilities of the GCA include clinical and administrative duties. The GCA will work closely with the Genetic Counselors and provide support as needed.

Follow HIPAA guidelines for the management of patient privacy and confidentiality
Call families for records
Obtain pedigrees prior to appointments and enter pedigrees into Epic.
Call families to update them about normal results
Assist with Letters of Medical Necessity based on the templates we already have
Assist with obtaining Prior Authorizations for genetic testing.
Fill out test requisitions
Package and ship clinical testing specimens
Keep testing kits stocked
Act as liaison between genetic testing laboratories, health insurance providers, and genetic counselors
Assist with creation of patient education materials and patient-centered educational events
Coordinate family testing
Other duties, as assigned











Qualifications - External







Must be able to communicate effectively (both oral and written) with clinicians and patients.
Must be able to work independently
Must be able to work collaboratively as part of a team in a busy clinical practice.
Must be comfortable transporting sealed biological specimens.
High School diploma or equivalent required.
Bachelor’s degree in biology, genetics, or related field preferred but not required.
Administrative experience in a medical office is a plus.
Experience working with patients is a plus.








Primary Location MA-Boston-MGH Main Campus
  

 Work Locations MGH Main Campus 55 Fruit Street Boston 02114
  

 Job Admin/Clerical/Cust Service
  

 Organization Massachusetts General Hospital(MGH)
  

 Schedule Full-time
  

 Standard Hours 40
  

 Shift Day Job
  

 Employee Status Regular
  

 Recruiting Department MGH Pediatrics
  

 Job Posting Mar 29, 2022
  


"
5,healthcare,Unit Coordinator - Days/40hrs,Massachusetts General Hospital(MGH),"


Unit Coordinator - Days/40hrs - (3195965)
  



 Are you a compassionate, dedicated individual who is detail-oriented and has great interpersonal skills? Are you comfortable acting as the primary source of information between patients and the hospital's health care providers? Can you thrive in a high-volume atmosphere where you handle a mix of tasks such as, coordinating services for many individuals and transcribing medical charts accurately and promptly? 
   


    If so, you may be a good fit for New England's premier Medical Center: The Massachusetts General Hospital. 
   


    As a Unit Coordinator, you will play a critical role in patient care by serving as the central source of information by communicating with patients, families and medical staff. You will transcribe medical charts for patients to ensure that all of their medical treatments and procedures are carried out. The position requires a high degree of accuracy and strong communications skills. To fill this position, we are looking for:
   


Individuals who are highly organized and can prioritize and manage information in a demanding environment 
Talented and compassionate communicators who manage patient records according to order, completeness, integrity, confidentiality and security 
People who thrive in a fast-paced environment where accuracy, professionalism and customer service skills are required
Effective coordinators who can arrange for patient services between multiple departments.





 If this sounds like a job for you, we'd love to hear from you. But first, please make sure you have the following:
   


High School Diploma or GED; Associate Degree preferred


Medical or health care experience desirable, but willing to train otherwise qualified candidates. 
Basic computer skills and the ability to learn new systems and procedures


Effective interpersonal and communication skills


Strong customer service orientation and the ability to interact with diverse groups of patients, staff and providers 
Demonstrated ability to solve basic patient and practice problems.

 Only candidates who meet all of these requirements will be considered.
   



 EEO Statement


 Massachusetts General Hospital is an Equal Opportunity Employer.
     
By embracing diverse skills, perspectives and ideas, we choose to lead. Applications from protected veterans and individuals with disabilities are strongly encouraged. 






Primary Location MA-Boston-MGH Main Campus
  

 Work Locations MGH Main Campus 55 Fruit Street Boston 02114
  

 Job Admin/Clerical/CustService-Other
  

 Organization Massachusetts General Hospital(MGH)
  

 Schedule Full-time
  

 Standard Hours 40
  

 Shift Day Job
  

 Posted Shift Description 7 AM to 7:30 PM and 7 AM to 3:30 PM including every other weekend.
  

 Employee Status Regular
  

 Recruiting Department MGH Nursing
  

 Job Posting Apr 18, 2022
  


"
6,healthcare,Lab Specimen Processor,Inform Diagnostics,"
Looking to start your laboratory career? If so, choose Inform Diagnostics and discover what a meaningful job feels like. Inform Diagnostics is a leading anatomic pathology laboratory, providing diagnostic services for our clinician clients and their patients across the US. We are dedicated to our purpose, that Every Patient Deserves the Right Answer!
By working for Inform Diagnostics, you will have the opportunity to work in a state-of-the-art environment with cutting-edge tools, breakthrough technologies, all while making a profound difference in the quality of care for patients. We are currently seeking a Lab Specimen Processor to join our dynamic team in Needham, MA. We are a welcoming company with a team environment that offers a competitive compensation/benefits package. Position responsibilities include, but are not limited to:

Verify patient demographics, physician data, tests requested, time and date of collection, appropriate clinical information and all other pertinent data found on laboratory request forms.
Identifies problems with specimen types, missing information etc. and engages Client Services department to resolve them.
Accurately enters patient information into laboratory information system (LIS).
Demonstrates an ability to learn the job duties assigned, and develops an understanding of how all the functions in Specimen Processing fit together.

Requirements:

Ability to accurately type 45wpm
Healthcare/Medical experience a must
Prior lab experience desired
Visual acuity (including color discrimination) and analytical skill to distinguish fine detail
Strong attention to detail
Ability to be trained in the job functions

Work Schedule: Monday - Friday, 9:00 AM - 5:30 PM or 12:00 PM - 8:30 PM
Inform Diagnostics offers our employees a full benefits package that includes: medical, dental, a matched 401K plan, paid time off and much more!
Job Type: Full-time
Pay: From $19.50 per hour
Benefits:

401(k)
401(k) matching
Dental insurance
Employee assistance program
Employee discount
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Professional development assistance
Referral program
Tuition reimbursement
Vision insurance

Medical Specialty:

Pathology

Schedule:

8 hour shift
Day shift
Monday to Friday

Ability to commute/relocate:

Needham, MA 02494: Reliably commute or planning to relocate before starting work (Preferred)

Application Question(s):

This role requires a brief typing assessment. What is a good email address to send this assessment to?
What is your desired compensation?
Are you able to work Monday - Friday, 9:00 AM - 5:30 PM?
Are you able to work Monday - Friday, 12:00 PM - 8:30 PM?

Experience:

Data entry: 1 year (Preferred)
laboratory: 1 year (Preferred)

Work Location: One location
"
7,healthcare,Behavioral Assistant/ ABA Therapist,Positive Behavior Supports Corporation (PBS),"
ABA THERAPIST/RBT
Job description
We are now conducting VIDEO INTERVIEWS! Do your interview, training, and hire paperwork from home! Please apply on our website http://www.teampbs.com/ and we will reach out to you about an interview!
PBS Corp. is the premier provider in delivering in-home ABA services. The overriding goal of PBS Corp. Services is to enhance the autonomy and quality of life of individuals, their families, and others who support them.
*We are looking for Behavior Assistants/RBT's and Student Analysts. make $22-$29 an hour!
*At PBS Corp., you are provided with a great team of leaders, peers and direct support staff. With PBS Corp., there are many opportunities for professional growth, as you are encouraged and supported in developing and executing goals.
Qualifications: 
 A high school diploma and be at least 18 years of age
 Bachelor’s Degree, or near completion of a bachelor’s degree is preferred
 Strong verbal and written communication, time management and organizational skills, problem solving
 The provider is responsible for all training requirements outlined in the New Contractor Checklist (provided by PBS)
 Proof of annual or required updated training shall be maintained on file for review Registered
Behavior Technician (RBT) Requirements:
 Proven ability to work effectively with people from a variety of backgrounds
 Experience with applied settings with individuals on the autism spectrum or other developmental disability
 Clear level-two background check
 Verifiable work references
Benefits And Perks for Assistants, RBT & Student Analyst: 
 Very Competitive Wages and the freedom to create your own schedule
 Ability to transfer to any of our operating service areas
 Paid Drive Time
 Mentorship Program
 Ability to grow as a professional in the field of ABA through various trainings and mentorship offerings
Responsibilities: 
Each PBS Corp client has a behavior support plan; it is the responsibility of the behavior assistant to work with caregivers and/or staff to fully implement strategies within this plan and achieve the desired outcomes.
 Assisting in restructuring environments and activities to support the clients’ behaviors
 Teaching skills that allow the individual to communicate and/or function more effectively
 Review behavior plans and other relevant (e.g., instructional) materials developed by behavior analysts for clients in order to facilitate consistent implementation and monitor outcomes appropriately.
 The implementation of behavioral procedures for acquisition of replacement skills and reduction of problematic behaviors
 Data collection and display as authorized by a recipient’s behavior analysis service plan
 Communicate openly with behavior analysts and regional coordinator
 Complete daily progress notes related to implementation of the intervention plan
APPLY NOW! You are just a few clicks away from becoming a PBS RBT, Assistant or Student Analyst! http://www.teampbs.com/
Job Type: Part-time
Salary: $24.00 to $29.00 /hour
Job Types: Part-time
Salary: $24.00 to $29.00 /hour
Job Type: Part-time
Pay: $24.00 - $29.00 per hour
Benefits:

401(k)
Dental insurance
Flexible schedule
Health insurance
Paid time off
Referral program

Schedule:

Monday to Friday
Weekend availability

COVID-19 considerations:At this time masks are to be worn in the home and school settings
Work Location: Multiple Locations
"
8,healthcare,Patient Experience Representative (Dentistry Call Center),Boston Children's Hospital,"




     64149BR
    



     Dental Services
    


Job Posting Description

*PER Positions are currently eligible for a Sign-on Bonus of $1,500 for full time positions (prorated for part-time positions)*


The Patient Experience Representative (Dentistry Call Center) will be responsible for:

 Providing positive and effective customer service that supports departmental and hospital operations.
 Handling any routine complaint/issues that arise and is expected to resolve with the appropriate response. Elevating the issues to the supervisor for further action.
 Collaborating and communicating with referring providers and practices to facilitate management of complex patient issues.
 Monitoring daily schedule and patient flow to optimize resource utilization and patient experience. Communicating with clinicians and/or supervisor and routing patients/visitors to maintain efficient patient/visitor flow.
 Scheduling patient encounters and procedures to coordinate within and across providers, departments, and institutions. Helping facilitate appointments, contacts, parents, and collects demographic and insurance information.
 Verifying, recording and processing patient demographics, insurance/payment and referral information for patient encounters. Collecting all necessary clinical documentation and information.
 Answering, screening and routing telephone calls. Recording and forwarding messages and triaging calls for urgent information or services. Responding to requests for routine information or assistance within scope of knowledge and authority. Initiating call for emergency services as required.
 Cross train with frontline duties and responsibilities and keeping up to date with different workflow and processes changes.
 Meeting Hospital Call Center Metrics that will require innovation and implementation of ideas and improvements.
 Performing a variety of administrative duties. Collecting and collating monthly department volume statistics, maintaining monthly logs for appointment requests.
 Providing positive and effect customer service that supports departmental and hospital operations. Composing routine correspondence and completing standardized forms as needed. Working in coordination to schedule single and multiple appointments following scheduling guidelines.


 To qualify, you must have:

 A high school level of educational development and 0-12 months of previous experience such as customer service, administrative, or experience in a health care setting. Bachelor’s degree preferred.
 The ability to communicate effectively both orally and in writing and provide empathy in difficult interpersonal situations.
 The ability to work with diverse internal and external constituencies.
 The ability to be transparent.
 The ability to work in a fast pace with high volume of patients setting.
 The ability to have strong attention to details, commitment to excellence and strong planning and organizational skills.

 Schedule: Monday-Friday 8:30AM- 5:00PM




Status

     Full-Time
    


Regular, Temporary, Per Diem

     Regular 
    


Standard Hours per Week

     40 
    


Office/Site Location

     Boston
    


Job Category

     Hospital Operations
    




"
