,Search,Position,Company,Description
8,data science,Lead Data Scientist,Northeastern University,"


   About the Opportunity
  


    Northeastern University is advancing its next generation of experiential learning. Through the development of a dynamic, personalized experiential learning engine that ensures learning experiences that are guided towards employability, we aim to equip all university learners (inclusive of both for-credit and non-credit settings) with a differentiated and integrative learning experience no matter their learning path, modality, or location.
  

    To execute on this vision, we seek a seasoned data scientist who will be responsible for conducting labor market research, modeling complex problems, and discovering insights through the use of advanced statistical, algorithmic, data mining and visualization techniques in order to contribute to the selection of market relevant learning products and high quality learning experiences with meaningful outcomes – for both the learner as well as our network of partners.
  

    This team member will be part of a multidisciplinary team and will be called upon to interpret data, trends, and algorithms for broad audiences, communicate with multiple stakeholders to enable data-driven decision-making, and play a key role in the development of data rich features.
  


    Position Type
  
 Data Planning and Analysis
  

    Additional Information
  


    Northeastern University is an equal opportunity employer, seeking to recruit and support a broadly diverse community of faculty and staff. Northeastern values and celebrates diversity in all its forms and strives to foster an inclusive culture built on respect that affirms inter-group relations and builds cohesion.
  


    All qualified applicants are encouraged to apply and will receive consideration for employment without regard to race, religion, color, national origin, age, sex, sexual orientation, disability status, or any other characteristic protected by applicable law.
  


    To learn more about Northeastern University’s commitment and support of diversity and inclusion, please see 
   
www.northeastern.edu/diversity
.
  

"
9,data science,"Data Analyst, Senior",Massachusetts General Hospital(MGH),"


Data Analyst, Senior - (3181893)
  


 The Lemieux Laboratory at Massachusetts General Hospital and Harvard Medical School seeks a highly motivated, enthusiastic scientist to join our research group. The position will involve a leadership role in the analysis of large genomic datasets related to pathogen evolution, transmission, and virulence, focusing on SARS-CoV-2 and tick-borne pathogens. The candidate will have the opportunity to work as a part of a collaborative, interdisciplinary team on multiple NIH- and CDC-funded projects in a unique scientific environment at MGH, HMS, and the Broad Institute. The position is based in the Division of Infectious Diseases at the MGH main campus with part-time space at the Broad Institute.
The ideal candidate will have excellent programming skills, fluency with Python and/or R, advanced knowledge of statistical methods, expertise in the analysis and interpretation of next-generation sequencing data or other large datasets, and interest in microbial genomics and epidemiology. 
Duties include:

Perform genomic data acquisition, storage, cleaning, and pre-processing.
Perform advanced quantitative statistical analysis methods on genomic data.
Disseminate results via presentation and publications. 
Parse and organize structured and free text data from clinical databases and electronic health records. 
Collaborate with wet lab scientists, computational biologists, and statisticians in a dynamic, interdisciplinary scientific environment. 
Ensure compliance with research and clinical laboratory protocols.







Competencies required:

Excellent programming skills including fluency with Python and/or R
Outstanding interpersonal skills and a collaborative approach.
Strong communication skills (both written and oral).
Flexibility and adaptability.
Intellectual independence, initiative, and problem-solving capabilities.
Ability to work independently and as part of a team


 
Qualifications:

Masters degree or higher strongly preferred.


EEO Statement

 Massachusetts General Hospital is an Equal Opportunity Employer actively committed to increasing the diversity of our faculty and staff. Protected veterans, individuals with disabilities, women and members of underrepresented minority groups are strongly encouraged to apply.





 Primary Location MA-Boston-MGH Main Campus
  

 Work Locations MGH Main Campus 55 Fruit Street Boston 02114
  

 Job Business and Systems Analyst
  

 Organization Massachusetts General Hospital(MGH)
  

 Schedule Full-time
  

 Standard Hours 40
  

 Shift Day Job
  

 Employee Status Regular
  

 Recruiting Department MGH Infectious Disease
  

 Job Posting Dec 30, 2021
  


"
10,data science,Data Analytics Professional,Cogent Infotech Corporation,"

Job Title: 
Data Analytics Professional 

Job Location: 
Nationwide

Job Type: 
Full Time

Working Hours: 8 hrs. /day

Job Description:
 Join Our Team… at Cogent University, we take pride in creating the next generation of Data Analytics. Complete eight weeks of Data Analytics training, and then your path to success begins as a Data Analytics Professional. We are dedicated towards fulfilling the IT needs of our clients.
  

Why Cogent for Data Analytics

No upfront cost to attend learning programs / a market value of over $25K and guaranteed job placement
100% Virtual
Everyday classes and sessions
Industry leading trainers with Fortune 500 experience
Dedicated Post-Training support including: Resume Prep, Interview preparation and job placement.
Dedicated Team focused on identifying your dream job. You will spend ZERO time worrying about searching and applying for jobs.
Access to our Cutting-Edge Learning Management System (LMS) providing you 24/7 access to all course related material
Access to our popular ‘Employer Showcase’ sessions providing you access to exclusive information about the Data industry from employers across the US.
Train alongside like-minded individuals and form long-lasting relationships
An opportunity to work on internal Data Analytic projects via our InCights Division
Industry leading compensation, performance bonus and profit sharing




What you will learn

Key strategic thinking and problem-solving skills enabling you to communicate data so that all key Stakeholders can understand.
Tableau Visualizations for Analytics Presentations and Data Understanding
Framing Business Problems and Structuring the approach
Data Wrangling by understanding Extract Transform and Load Concepts
Mathematical and Statistical Foundations of solving business problems
Communicating the Analysis and building a Compelling story
Using Python & Excel for Financial Modelling
In depth technical skills through capstone projects




Requirements

Bachelor’s degree (Any Major)
Highly interested in pursuing a career in Data
Understanding of High School Level Math
Strong Critical thinking and Problem-Solving Skills
Good Communication, Collaboration and Presentation Skills
Organization skills and attention to detail
Willingness to learn entry level programming skills in Python
Eligible to be employed anywhere in the US




Preferred Skills – Not Mandatory Requirement

Previous experience working in a data related job
Completed Collegiate Coursework in: Statistics, Mathematics or Data Science related
Courses 
1-2 years of professional experience working regularly with Microsoft Office, G-Suite, Design or programming tools




Who Should Apply

Recent College graduates who want to pursue a data-oriented career
Candidates that want to change their career path and pursue a data-oriented career
Candidates who may want to pursue a Data Scientist career in the future



 Incorporated in 2003…Cogent is a global, award-winning IT consulting firm specializing in providing digital transformation solutions, data analytics along with top 3% digital talent and innovative workforce solutions to global brands, system integrators, and the public sector. In the last 18 years, Cogent has successfully serviced 65+ Fortune 500 and 50+ federal, state, and local entities.
  
 Our headquarters are in Pittsburgh, Pennsylvania within minutes of downtown and the Pittsburgh International Airport.
  
 Social Impact…A proactive, socially responsible corporate program to support “giving back” to the community builds strong leaders.
  
 We are an Equal Opportunity Employer…Cogent does not discriminate based on race, religion, colour, sex, age, non- disqualifying physical or mental disability, national origin, or any other basis. All our employment decisions are made based on qualification, merit and business need.
  

 CI-JV
 
"
11,data science,Data Science Co-Op,Rapid7,"

Rapid7 is looking for a curious, resourceful and motivated data science intern to solve security problems. You will be on a team of security data scientists working to apply data analysis and machine learning techniques to improve security features and make the product more impactful. You will also collaborate with members of other teams, from security to software development, to take projects from concept to production. Your project may be the foundation for a new security detection, or help a user proactively improve their security posture, or provide timely and relevant context to an incident responder.

 Responsibilities


 Work with members of the data science team to construct research project plans
 Collaborate with stakeholders to evaluate impact and viability of projects
 Get, clean, and understand the data available for a project, and explain its origin, transformations and notable characteristics
 Use appropriate data analysis / machine learning techniques to explore the viability of a project and communicate your findings
 Collaborate with engineering teams to turn viable projects into proofs of concept and productionalize projects
 Work with customers to get and iterate on feedback of PoCs


 Requirements

 In pursuit of a Bachelor's or Master's degree candidate in Computer Science, Information Security, Data Science or related technical field (min. GPA of 3.0) with prior technical internship or data science experience.
 Experience using Python, and ideally experience with pandas and jupyter notebooks to manipulate data and draw insights from large, diverse data sets.
 Familiarity with command line tools
 Experience with AWS (Sagemaker in particular) and using command line tools are a plus though not required
 Experience creating and using at least one of the following advanced machine learning algorithms and statistics: regression, classification, clustering, decision trees, recommender systems etc.
 Experience visualizing/presenting data
 Must be a fast learner with high attention to detail and possess a passion for data, data quality and data analysis
 Must have excellent communication & interpersonal skills, utilizing data to tell a story, clearly showing out the results of your analysis are relevant to the audience
 Self-motivated and accountable; able to take direction and manage prioritization of work
 Results-oriented and collaborative; able to work independently as well as part of a team


"
12,data science,"Data Analyst, Growth",West CAP,"





Minimum qualifications


Degree in data science, statistics, economics or relevant experience with statistical analysis
Ability to empathize with users to evaluate the user journey and determine opportunities for product or brand improvement
Knowledge of how to effectively construct surveys to reveal meaningful consumer trends
Experience working with large datasets with technical skills (Python, SQL, R, etc.)
Experience extracting quantitative insights from natural language and qualitative data



 About the Job


      We’re seeking an analyst to research customer and consumer feedback to refine our user experience, marketing communication, and brand strategy. In this role, you’ll be responsible for analyzing user reviews, social feedback, NPS surveys, and other customer data to report on Hopper’s competitive strengths, opportunities for product improvements, and overall brand sentiment. You’ll also conduct frequent surveys to research and improve our understanding of travelers’ preferences and needs, and build reports and dashboards to track relevant metrics over time. As part of the Growth team, you’ll work closely with the PR and User Acquisition teams to develop a data-driven brand and marketing strategy.
    


 Despite the challenges of the pandemic, Hopper managed to have +360 % year-over-year revenue growth in 2020. In fact, Hopper is recovering faster than the sector at large and that is driven in large part by the performance of our fintech products, such as Price Freeze, Flexible Dates Plan, and Disruption Protection, which offer travelers an unparalleled level of flexibility and control. Now we need to lay the groundwork for a growth-centric year in 2022.
    



 Responsibilities

 Analyze natural language datasets containing user feedback and survey responses to pinpoint opportunities for improving user experience Conduct user and consumer surveys to gauge brand awareness Guide our marketing messaging based on user and consumer research Draw insights from data and clearly communicate them to the stakeholders and senior management as required, both verbally and written. Develop reports for our B2B and cloud initiatives that understand user motivations and track usage metrics across Hopper’s fintech products Deliver actionable insights on what messaging is resonating in order to optimize marketing communication channels such as our website and App Store copy Help guide our environmental and social responsibility efforts, including the Hopper Trees carbon offset initiative, and report on our carbon footprint





 Benefits

 Well-funded and proven startup with large ambitions, competitive salary and stock options Unlimited PTO WeWork All Access Pass OR Work-from-home stipend Entrepreneurial culture where pushing limits and taking risks is everyday business Open communication with management and company leadership Small, dynamic teams = massive impact 100% employer paid medical, dental, vision, disability and life insurance plans Access to a 401k (US) or Retirement Savings Plan (Canada)





      Despite the pandemic’s impact on the travel industry, Hopper has emerged stronger than ever. As the travel industry continues to rebound, Hopper has demonstrated significant outperformance with its category-leading mobile-only marketplace, delivering value to customers and supply partners with the company’s proprietary suite of fintech offerings.
    


 Here are just a few stats that demonstrate the company’s recent growth:
    


 Hopper’s valuation is now over $5B The company’s valuation has more than tripled since early 2020.



 The company grew its revenue by more than 300% YoY in 2021. Hopper’s monthly revenues are now 375% higher than its pre-pandemic high point and Hopper Cloud, Hopper’s new B2B initiative, is already 15% of its revenues and growing.



 According to Apptopia, Hopper was the #1 most downloaded OTA in the US in 2021. The app has over 70 million downloads.



 Hopper’s recovery is faster than the market and its share of the air travel market in North America is now 300% higher than prior to the pandemic, according to MIDT.



 The company sells over $2B in travel and travel related financial services annually



 Hopper’s fintech offerings, such as Price Freeze and Rebooking Guarantee, now represent over 70% of its air revenue.



 Given the success of its travel fintech, Hopper recently launched a B2B initiative called Hopper Cloud, where any travel provider can unlock a totally unique revenue stream by seamlessly integrating and offering Hopper’s travel content and fintech products. Hopper Cloud partners include Capital One, Kayak, Marriott, Amadeus, Trip.com, and MakeMyTrip.



 The industry opportunity for Hopper Cloud is enormous as projections estimate that if all travel distribution channels offered travel fintech, it could increase the total consumer spend for the sector by $200 billion annually.



 All this recent growth is just the beginning. There are still so many new opportunities we’re excited to tackle in the next year!
    




"
13,data science,Data Science / Business Intelligence / Informatics,Humana,"


  Humana uses analytics, mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. Our Data Science, Business Intelligence and Informatics work assignments are varied and frequently require interpretation and independent determination of the appropriate courses of action. This requisition does not reflect an actual opening, but will be used to collect information and resumes from participants in the Humana-Mays Healthcare Analytics Competition.
  
 Responsibilities

 Humana has a wide variety of opportunities focused on data and analytics. Some jobs develop, maintain, and collect structured and unstructured data sets for analysis and reporting. Other responsibilities could include Creating reports, projections, models, and presentations to support business strategy and tactics. You'll develop department, segment, and organizational strategy and operating objectives, including their linkages to related areas. You'll have the opportunity to make decisions regarding own work methods, occasionally in ambiguous situations, and requires minimal direction and receives guidance where needed. Our wide variety of Analytics/Data Science/Business Intelligence and Informatics jobs reflect a wide variety of specific responsibilities and require a variety of experiences and skillsets based upon the specific position. Positions could be located in Louisville, KY, Boston, MA, Dallas, TX or Chicago, IL
 
Required Qualifications

 Bachelor's Degree
 0-10+ years analytics, technical experience
 Experience in developing, maintaining, and collecting structured and unstructured data sets for analysis and reporting
 Experience in creating reports, projections, models, and presentations to support decisions
 Experience in using mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions
 Possesses an understanding of department, segment, and organizational strategy and operating objectives, including their linkages to related areas
 Capable of making decisions regarding own work methods, occasionally in ambiguous situations


 Preferred Qualifications

 Master's Degree
 Experience working with, or desire to work with, healthcare or operational related data


 Additional Information

 Scheduled Weekly Hours
 40
 
"
14,data science,Data Scientist,Chen Lab @ Boston University,Data Scientist
0,data science,DATA SCIENTIST,Coin Metrics,"Coin Metrics is a leading provider of cryptoasset data for institutions. We deliver transparent and actionable data and analytics to various industry stakeholders including asset managers, custodians, trading venues, research desks, and data/application providers. Coin Metrics' data empowers its clients and the public to better understand, use and value open crypto networks.

Join a fast-paced startup pioneering novel metrics, data products, and intelligence solutions, which offer insights into the economics, markets, usage, health, and other aspects of public cryptocurrency blockchains like Bitcoin and Ethereum and other crypto networks.

You will be surrounded by talented people passionate about decentralized economies and the data behind them. Break new ground, create exciting new data-driven research and products, and help shape the future of finance.
YOUR PURPOSE

Coin Metrics is recruiting a Data Scientist to support its market and network product research and development.

KEY RESPONSIBILITIES
Use machine-learning, applied mathematics, and techniques from modern statistics to develop and refine data products, metrics, and indexes that characterize the activity in the cryptoasset domain.

Work with engineers and product managers to turn data science prototypes into production systems.

Develop deep domain knowledge and data expertise in multiple facets of the industry.

Conduct first-class and ground-breaking research in the emerging field of cryptoassets.

Discover and analyze new sources of data to improve the coverage universe of our products.

Collaborate with external clients to solve institution-grade problems using data-driven approaches.
BASIC QUALIFICATIONS
Interest in crypto and crypto assets

Degree in a quantitative field or relevant work experience

Experience working with Python, R, or SQL, or other data science programming languages

Experience performing data extraction, cleaning, analysis and presentation for large datasets

Knowledge of underlying mathematical foundations of statistics, machine learning, optimization, economics, and analytics.

Demonstrated ability to conduct first-class research.

Strong sense of ownership, entrepreneurial spirit, and/or startup-like experience, capable of driving towards solutions independently while seeking feedback when appropriate.
PREFERRED QUALIFICATIONS
Familiarity with financial terms and prior experience working with financial datasets.

Previous crypto experience or experience in a data engineering, data scientist, or quant role.

Experience with dimensional data modeling and schema design in data warehouses.

Strong software engineering fundamentals, such as experience in unix operating systems, version control, containerization technologies, and the ability to write clean and modular code.

Bonus: experience building data pipelines or machine learning models in a production environment.

Bonus: knowledge of blockchain and related networks and their data structures.

Bonus: experience in applying machine learning or other automated techniques to solving data quality challenges.
LIFE AT COIN METRICS

Coin Metrics is a fun and fast-paced team with employees located in 8 countries. We are united by our OPEN (Open, Pioneering, Elucidating, and Neutral) core values. Our employees are empowered to do what's best for our products, customers, and team members. Other benefits of working at Coin Metrics include:

Competitive salary, 401(k) retirement plan, bonus and options plans
Comprehensive medical, dental, vision
Remote or hybrid work options with generous equipment reimbursement offering
Paid time off
Global company offsites
Coin Metrics Labs where associates pursue their passions
OUR INTERVIEW PROCESS
30 minute video interview with Talent Sherpa (Recruiter)
3-4 video interviews with members of our team
Case Study
LOCATION

Greater Boston, MA or New York City, NY (remote considered)"
1,data science,Data Scientist at Sleep Startup,Recruiting From Scratch,"


Who is Recruiting from Scratch:
 Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware talent at innovative companies. Our team is 100% remote and we work with teams across the United States to help them hire. We work with companies funded by the best investors including Sequoia Capital, Lightspeed Ventures, Tiger Global Management, A16Z, Accel, DFJ, and more. If you are a fit, the team will reach out to you about this role or any others that may be a fit for our clients. 




About Our Client 




     Our client is the first sleep fitness company. They design products at the forefront of sleep innovation. Our client's mission is to make people’s sleep count for more, using innovative technology, detailed design, and proven science and data to personalize and improve each night for everybody—changing the way people sleep forever and for the better. 
    

     Our client wants to fuel human potential through optimal sleep. In 2019, they launched our temperature-regulated smart bed, The Pod. They currently power the sleep of over 60,000 people every night. They have partnered with Barry’s as their Official Sleep Fitness Partner. Our client actively collaborates with Justin Medeiros, 2021 Crossfit Champion and Red Gerard, U.S. Snowboarding Olympic Gold-Medalist. GQ awarded our client the Fitness Reward in 2021, along with receiving the Men’s Health Sleep Award that same year. Our client is backed by leading Silicon Valley investors and recognized as one of the Fast Company’s Most Innovative Companies In Consumer Electronics. 
    

     Our client is looking for an experienced Data Scientist to help them expand their product features and their capabilities to bring the highest quality sleep to as many people as possible. As a Data Scientist, you will have a big impact on the direction of their products and engineering efforts. Your job will be to solve complex problems by making sense of massive amounts of sleep data and distilling it down into actionable directions and insights. You will be empowered to drive the full lifecycle of a project from data collection, exploration, visualization, modeling, experimentation, and deployment. We are seeking someone with a passion to work with one of the largest datasets of sleep in the world, and to be a part of growing and shaping the future of sleep.
     

About The Role 



Develop data-driven insights to identify opportunities and recommend prioritization of product, engineering, and optimization initiatives.



Support our client's engineering and ML efforts by building the tools and models to measure and define their goals.



Independently run data experiments and build proof of concepts to better use data and improve our client's products.



Prepare and manage large datasets to run experiments with the goal of optimizing the sleep of their users.





What You'll Need to Succeed 



M.S. or Bachelors degree in Math, Statistics, Engineering, or Computer Science



5+ years experience in developing, testing, and deploying optimized predictive models



Languages: SQL, Python



Tools/Software: Pandas, Scikit Learn, Jupyter Notebooks, AWS



ML Techniques: Clustering, Decision Trees, Neural Networks



Statistics: Regression, Statistical Testing



Ability to communicate data and technical work to non-technical stakeholders





Why You’ll Love Our Client 



A tight-knit, passionate team that’s working to improve people’s lives by improving the way they sleep



Leadership is committed to employees’ wellness and career development



You’ll get a better night's sleep every night



Flexible, generous PTO



100% employer contribution for medical/dental/vision insurance








Base Salary Range: 125K-175K
   


"
2,data science,Data Analyst,TechTarget,"
Since the beginning, TechTarget’s problem-solving content has risen to the top of enterprise tech buyers’ Google searches. Today it spans more than 10,000 specific topics. Our readers’ content consumption patterns provide the raw material for unique insights into their business needs. And because they find value in what we publish, they give us permission to share the data with our vendor clients.Through two decades of optimization, we’ve learned how to grow buyer interest and influence purchase decisions. We’ve got fingers on the pulse of over 200 target markets, and since we have first-hand knowledge about tech marketing and sales, we can provide the best available guidance for practitioners around the globe.TechTarget is seeking a Data Analyst to join its Data Analytics team. The person coming into this role will work on both reporting and analytics initiatives. They will build out and maintain reports for the business related to email marketing and branding, web traffic, purchase intent and account based marketing and work to ensure the overall integrity of the data going into the reports. They will also proactively work to identify opportunities to automate and streamline regular requests and report production and collaborate with other Analysts on the team to provide strategic analysis for business stakeholders and assist with data work related to implementation of advanced analytics to optimize business processes.Essential Job Functions:

Create dashboards, scorecards, and reports in Tableau and GoodData;
Provide standard and custom data analysis to core business stakeholders;
Work with other members of the team on report automation and the overall data plan to support future reporting needs;
Provide new user training and documentation of standard reporting and day-to-day support for the reports the team is responsible for; and
Develop in-depth knowledge of TechTarget’s products/services.

Knowledge, skills and abilities required: 

Bachelor’s Degree in Mathematics, Computer Science, Business Intelligence, or related.
1-2 years’ work experience in analytics and reporting;
Demonstrated ability to analyze and communicate findings in non-technical terms;
Understanding and experience with SQL and relational databases.
Experience in Oracle SQL and PL/SQL a plus.
Strong interest in developing skills in the field of business intelligence, machine learning and advanced analytics
Innovative, curious, with strong problem solving skills.
Ability to quickly grasp technical concepts.
Python and data science experience preferred.
Must be able to work in the US without the need for sponsorship at any time.
This position can be done remotely. (LI#-Remote)

Join us:We’re a great company aspiring to even greater heights. It’s a terrific place to get your start and a fantastic company to accelerate your career. If you aspire to be a part of something special and join a team where your contribution can make a measurable difference, please apply and we look forward to reviewing your resume.TechTarget (https://www.techtarget.com/ ) offers generous benefits including Health, Dental, Vision and 401k plans. We also have an Open Leave Policy and 18 paid holidays!TechTarget, Inc. is an equal opportunity employer and complies with all applicable federal, state, and local fair employment practices laws. TechTarget strictly prohibits and does not tolerate discrimination against employees, applicants, or any other covered persons because of race, color, sex (including pregnancy), age, national origin or ancestry, ethnicity, religion, creed, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class. This policy applies to all terms and conditions of employment, including, but not limited to, hiring, training, promotion, discipline, compensation, benefits, and termination of employment. TechTarget complies with the Americans with Disabilities Act (ADA), as amended by the ADA Amendments Act, and all applicable state or local law
Job Type: Full-time
"
3,data science,Data Scientist-Building Modeling,Fraunhofer USA,"
Building Modeling Data ScientistThe Fraunhofer USA Center for Manufacturing Innovation CMI in Boston, MA is part of Fraunhofer USA, a 501 (c) (3) non-profit contract R&D organization, affiliated with Fraunhofer Gesellschaft, Europe's largest contract R&D group. Fraunhofer USA CMI's interdisciplinary Energy Systems team is dedicated to serving the applied research needs of the sustainable energy community, helping established industry players and startup companies develop and deploy clean energy technologies. The Center has active projects in the areas of building energy systems, deep energy retrofits, and integrating renewable energy with the electric grid. For additional information please view our website at https://www.cmi.fraunhofer.org/en/services/energy-systems.html .About the Position: We seek a team member to work closely with senior members of the Energy Systems team to develop, test, and evaluate models and algorithms that enable digitalization of the deep energy retrofit design and delivery processes. You will also contribute to new project proposals and the design of field-testing experiments, as well as publication in top-tier journals and conferences. This position has a high degree of growth potential, and is an excellent opportunity for a talented analytically inclined engineer or scientist to address challenging problems that have a meaningful impact.Specifically, the position will focus on developing computational algorithms and complex learning algorithms that automatically convert laser scan point cloud data (position and color) from residential building exteriors into accurate geometric models. The methods may involve artificial neural networks to segment data into different building elements (doors, windows, power meters, etc.) and then fit the segmented point clouds to accurately identify the geometries of the building elements with either polylines or surface models.Responsibilities:

Develop algorithms for point cloud data pre-processing, segmentation, and edge/boundary extraction.
Develop techniques for semantic segmentation of residential building point clouds into subgroups that contain building elements, e.g. siding, roof, window, door, power meter.
In collaboration with other CMI researchers, develop a training set of residential point-cloud data that can be used in artificial neural networks to identify residential building elements such as walls, doors, roofs, protrusions, intrusions and windows.
Develop algorithms to convert the segmented point clouds into accurate geometric representation of building elements with polylines or surface models to create a model of the building façade.
Validate that the algorithms by generate an accurate model of the point cloud and, foremost, the building that the point cloud represents.
Contribute to and co-author reports and research papers that effectively communicate research findings to different audiences, as well as government and industrial proposals.

Required Education and Experience:

Master’s or Ph.D. degree in related field with a focus on data processing or relevant experience.
Good understanding of and direct experience in Image Processing (e.g., image segmentation, edge detection) and Machine Learning (e.g., clustering, pattern recognition, neural networks) techniques.
Experience with programming (e.g., Python, MATLAB) and databases.
A strong interest in applying analytical techniques to “noisy” real-world problems and in learning new techniques.
Building energy systems experience preferred but not essential.
An excellent academic and/or experience record.
Ability to work effectively independently with limited oversight.

*In your cover letter, please explain what motivates you to apply and succinctly describe your most germane work experience.*
Fraunhofer USA is an EEO/Affirmative Action Employer of individuals with disabilities, protected veterans and is a federal contractor and does not discriminate based on race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability, or any other legally protected status
Job Type: Full-time
"
4,data science,Data Scientist,HubSpot,"Data Scientist

At HubSpot, we use data to power our decisions, systems, and product solutions. We're seeking an experienced data scientist to deliver that insight. Our ideal team member will have the mathematical and statistical expertise you'd expect, but a natural curiosity and creative mind that's not so easy to find. You will join a team of data specialists, but will ""slice and dice"" data using your own methods, creating new visions for the future.

Objectives of this Role
Collaborate with CS business stakeholders, the data science community, and engineering to develop an understanding of insight needs
Ability to translate operational opportunities to models that can be used within Customer Success and beyond
Research and devise innovative statistical models for data analysis
Enable smarter business processes—and implement analytics for meaningful insights
Keep current with technology and industry developments
Role Objectives/Responsibilities
Work as the data strategist, building models to improve internal efficiency and customer experience
Work closely with the engineering and data science team to strategize and execute the development of data products
Partner with different stakeholders in the customer success organization to ensure pain points are adequately captured and develop an effective solution
Work with engineering teams to bring experimental ML models to production
Collaborate with business leaders to evaluate areas of highest impact for data science
Responsible for the full model life cycle, data gathering, sampling, model choice, results, and monitoring
Execute analytical experiments methodically to help solve various problems and make a true impact across various domains and industries
Implement analytical models into production by collaborating with software developers
Devise and utilize algorithms and models to mine big data stores, perform data and error analysis to improve models, and clean and validate data for uniformity and accuracy
Identify relevant data sources and sets to mine for client business needs, and collect large structured and unstructured datasets and variables
Analyze data for trends and patterns, and Interpret data with a clear objective in mind
Communicate analytic solutions to stakeholders and implement improvements as needed to operational systems
Work closely with business stakeholders to understand their business challenges and opportunities to inform model development


Skills and Qualifications
Degree in statistics, applied mathematics, or related discipline
3-5 years experience in data science
Proficiency with data mining, mathematics, and statistical analysis
Advanced pattern recognition and predictive modeling experience
Advanced use of SQL, R, Python, Jupyter Notebooks
Experience with machine learning models
Comfort working in a dynamic, research-oriented group with several ongoing concurrent projects
Preferred Qualifications
Master's degree in stats, applied math, or related discipline
2+ years of project management experience

We know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates, so please don't hesitate to apply — we'd love to hear from you.


Important COVID-19 Guidance (For candidates applying to roles in the United States):

Per HubSpot's policy all employees who wish to work @office or @flex or to visit an office in-person must be fully-vaccinated. At this time, @remote employees are not required to be vaccinated.

Germany Applicants: (m/f/d) - link to HubSpot's Career Diversity page here.


About HubSpot

HubSpot (NYSE: HUBS) is a leading customer relationship management (CRM) platform that provides software and support to help businesses grow better. We build marketing, sales, service, and website management products that start free and scale to meet our customers' needs at any stage of growth. We're also building a company culture that empowers people to do their best work. If that sounds like something you'd like to be part of, we'd love to hear from you.

You can find out more about our company culture in the HubSpot Culture Code, which has more than 5M views, and learn about our commitment to creating a diverse and inclusive workplace, too. Thanks to the work of every employee globally, HubSpot was named the #2 Best Place to Work on Glassdoor in 2022, and has been recognized for award-winning culture by Great Place to Work, Comparably, Fortune, Entrepreneur, Inc., and more.

Headquartered in Cambridge, Massachusetts, HubSpot was founded in 2006. Today, thousands of employees work across the globe in HubSpot offices and remotely. Visit our careers website to learn more about culture and opportunities at HubSpot.

By submitting your application, you agree that HubSpot may collect your personal data for recruiting, global organization planning, and related purposes. HubSpot's Privacy Notice explains what personal information we may process, where we may process your personal information, our purposes for processing your personal information, and the rights you can exercise over HubSpot's use of your personal information."
